id,st,end,time,stdev,breaks
0,0,1,1.6304525144100188,0.6019698538937547,"0,1"
1,0,2,2.7904568032026287,0.625481584882944,"0,1,2"
2,0,3,5.005174879074096,0.6311529613740936,"0,1,3"
3,0,4,5.903218270659446,0.9744279176170768,"0,1,2,4"
4,0,5,3.121062913656235,1.016343370988915,"0,1,5"
5,1,2,1.16000428879261,0.0235117309891894,"1,2"
6,1,3,3.374722364664078,0.0291831074803389,"1,3"
7,1,4,4.272765756249427,0.3724580637233222,"1,2,4"
8,1,5,1.490610399246216,0.4143735170951603,"1,5"
9,2,3,3.008129886865616,0.3102480918288914,"2,3"
10,2,4,3.1127614674568176,0.3489463327341328,"2,4"
11,2,5,0.8677897917032242,0.0480227646012844,"2,5"
12,3,4,2.743168355464935,0.328603594087228,"3,4"
13,3,5,3.571360100984573,0.3493395569951463,"3,4,5"
14,4,5,0.828191745519638,0.0207359629079183,"4,5"
15,5,6,1.0975931817293167,0.0171127525256674,"5,6"
16,5,7,2.7563817248344424,0.0294717113746946,"5,6,7"
17,5,8,0.9941492788791656,0.0203844025403834,"5,8"
18,5,9,2.1526874862909318,0.4553833522720576,"5,8,9"
19,5,10,2.222667104482651,0.043537624584491105,"5,8,10"
20,5,11,1.109213660657406,0.0220426530918426,"5,11"
21,6,7,1.6587885431051257,0.0123589588490272,"6,7"
22,6,8,2.6184325760006906,0.0302655368716154,"6,7,8"
23,7,8,0.959644032895565,0.0179065780225882,"7,8"
24,8,9,1.158538207411766,0.4349989497316742,"8,9"
25,8,10,1.2285178256034852,0.0231532220441077,"8,10"
26,8,11,0.5991148472428321,0.019616138394525,"8,11"
27,9,10,1.1402111966609956,0.0130535842430209,"9,10"
28,9,11,1.649743483811617,0.028920917703507,"9,10,11"
29,10,11,0.5095322871506214,0.0158673334604861,"10,11"
30,11,12,0.6493259833753109,0.0242463898370362,"11,12"
31,11,13,1.6740456960499286,0.4924386583706828,"11,12,13"
32,11,14,0.7232129276990891,0.0237705220351907,"11,14"
33,11,17,0.9193917765617372,0.017584247736174,"11,17"
34,11,18,1.5661333759725096,0.0371568778864301,"11,17,18"
35,11,19,1.7784887043237687,0.036798547154205205,"11,17,19"
36,11,20,1.426629602134228,0.037135368957746204,"11,17,20"
37,12,13,1.0247197126746177,0.4681922685336466,"12,13"
38,12,14,1.622657953619957,0.4979491634185014,"12,13,14"
39,13,14,0.5979382409453392,0.0297568948848548,"13,14"
40,14,15,0.6476745582818985,0.0225889729471859,"14,15"
41,14,16,1.5457873573899268,0.0729527986871872,"14,15,16"
42,14,17,0.7219410234689713,0.0182977144547712,"14,17"
43,14,18,1.3686826228797435,0.0378703446050273,"14,17,18"
44,14,19,1.5810379512310027,0.0375120138728024,"14,17,19"
45,14,20,0.8556560321450234,0.0221771851322959,"14,20"
46,15,16,0.8981127991080284,0.0503638257400013,"15,16"
47,15,17,1.4962248302400112,0.0711334287879081,"15,16,17"
48,16,17,0.5981120311319829,0.0207696030479068,"16,17"
49,17,18,0.6467415994107724,0.0195726301502561,"17,18"
50,17,19,0.8590969277620315,0.0192142994180312,"17,19"
51,17,20,0.5072378255724906,0.0195511212215722,"17,20"
52,18,19,0.7652834883332252,0.0450395879090941,"18,19"
53,18,20,1.2095460146665573,0.052497232415257694,"18,19,20"
54,19,20,0.4442625263333321,0.0074576445061636,"19,20"
55,20,21,0.5129170234501362,0.0123557168211108,"20,21"
56,20,22,1.2884263675808907,0.0508844649098078,"20,21,22"
57,20,23,0.5690773442685604,0.01371187844464,"20,23"
58,20,26,1.1379776321947574,0.029484771593393,"20,23,26"
59,20,29,1.2314606081843376,0.0156299281602607,"20,29"
60,20,30,1.7451197438836097,0.0294759472647789,"20,29,30"
61,20,31,2.543066304683685,0.3074598319100557,"20,29,30,31"
62,20,32,1.7293910382986069,0.3944717672218832,"20,32"
63,20,35,1.693612032532692,0.0241198432098485,"20,35"
64,20,38,1.6884624960422516,0.0161687048057744,"20,38"
65,20,39,2.4482079669237136,0.035915613064740504,"20,38,39"
66,20,40,3.073802269220352,0.0371044591061188,"20,38,40"
67,20,41,2.1472034873962405,0.0183619916149675,"20,41"
68,21,22,0.7755093441307545,0.038528748088697,"21,22"
69,21,23,1.3249893117547034,0.060480940267525304,"21,22,23"
70,22,23,0.549479967623949,0.0219521921788283,"22,23"
71,23,24,0.5140728644132614,0.0188728839441648,"23,24"
72,23,25,1.278281024158001,0.06548989037000359,"23,24,25"
73,23,26,0.5689002879261971,0.015772893148753,"23,26"
74,23,29,1.138307520776987,0.0318603944893911,"23,26,29"
75,23,30,1.6519666564762592,0.0457064135939093,"23,26,29,30"
76,23,31,2.4499132172763347,0.3236902982391861,"23,26,29,30,31"
77,23,32,1.6712235202789307,0.0186592302123354,"23,32"
78,23,35,1.6809628159999848,0.0180902448495352,"23,35"
79,23,38,1.693774496436119,0.0168463488524477,"23,38"
80,23,39,2.453519967317581,0.0365932571114138,"23,38,39"
81,23,40,3.0791142696142195,0.037782103152792096,"23,38,40"
82,23,41,2.1288762862682344,0.0202267546367035,"23,41"
83,24,25,0.7642081597447395,0.0466170064258388,"24,25"
84,24,26,1.3133915832042695,0.0599157716553429,"24,25,26"
85,25,26,0.5491834234595299,0.0132987652295041,"25,26"
86,26,27,0.5144468802511692,0.0239388834243728,"26,27"
87,26,28,1.2914304961264134,0.0740584692356758,"26,27,28"
88,26,29,0.56940723285079,0.0160875013406381,"26,29"
89,26,30,1.083066368550062,0.029933520445156302,"26,29,30"
90,26,31,1.8810129293501376,0.3079174050904331,"26,29,30,31"
91,26,32,1.2954556480050088,0.033329498803647606,"26,29,32"
92,26,35,1.6703758723735809,0.0239432222472062,"26,35"
93,26,38,1.6803703701496124,0.0174637619167603,"26,38"
94,26,39,2.4401158410310746,0.0372106701757264,"26,38,39"
95,26,40,3.0657101433277125,0.038399516217104704,"26,38,40"
96,26,41,2.134291326642036,0.0196129740284559,"26,41"
97,27,28,0.7769836158752441,0.050119585811303,"27,28"
98,27,29,1.3264316474199296,0.0652554208604475,"27,28,29"
99,28,29,0.5494480315446854,0.0151358350491445,"28,29"
100,29,30,0.5136591356992721,0.0138460191045182,"29,30"
101,29,31,1.3116056964993477,0.291829903749795,"29,30,31"
102,29,32,0.7260484151542187,0.0172419974630095,"29,32"
103,29,35,1.6619100810289382,0.0214371729164435,"29,35"
104,29,38,1.6691025296449662,0.0194289339838778,"29,38"
105,29,39,2.428848000526428,0.0391758422428439,"29,38,39"
106,29,40,3.0544423028230665,0.0403646882842222,"29,38,40"
107,29,41,2.111578530192375,0.0207046939481911,"29,41"
108,30,31,0.7979465608000755,0.2779838846452768,"30,31"
109,30,32,1.4853175694942475,0.3071305267760015,"30,31,32"
110,30,35,2.4937065609097484,0.7139814290629258,"30,31,32,35"
111,30,38,3.4460459852814678,0.7591012651443643,"30,31,32,35,38"
112,30,39,4.20579145616293,0.7788481734033303,"30,31,32,35,38,39"
113,30,40,4.831385758459568,0.7800370194447087,"30,31,32,35,38,40"
114,30,41,3.6908092175126077,0.7343378519905163,"30,31,32,35,41"
115,31,32,0.6873710086941719,0.0291466421307247,"31,32"
116,31,35,1.6957600001096726,0.4359975444176491,"31,32,35"
117,31,38,2.648099424481392,0.4811173804990875,"31,32,35,38"
118,31,39,3.407844895362854,0.5008642887580536,"31,32,35,38,39"
119,31,40,4.033439197659492,0.5020531347994319,"31,32,35,38,40"
120,31,41,2.8928626567125324,0.4563539673452395,"31,32,35,41"
121,32,33,0.7635667511820793,0.0180297294250341,"32,33"
122,32,34,1.6680541737675665,0.0343517089198174,"32,33,34"
123,32,35,1.0083889914155006,0.4068509022869244,"32,35"
124,32,38,1.96072841578722,0.45197073836836277,"32,35,38"
125,32,39,2.720473886668682,0.47171764662732885,"32,35,38,39"
126,32,40,3.3460681889653205,0.47290649266870716,"32,35,38,40"
127,32,41,2.20549164801836,0.42720732521451477,"32,35,41"
128,33,34,0.9044874225854872,0.0163219794947833,"33,34"
129,33,35,1.7998940784335136,0.037345359183848806,"33,34,35"
130,34,35,0.8954066558480263,0.0210233796890655,"34,35"
131,35,36,0.7605172488689422,0.0284890325234069,"35,36"
132,35,37,1.6615558418631555,0.045812425559032394,"35,36,37"
133,35,38,0.9523394243717194,0.0451198360814384,"35,38"
134,35,39,1.7120848952531813,0.0648667443404045,"35,38,39"
135,35,40,2.3376791975498197,0.0660555903817828,"35,38,40"
136,35,41,1.1971026566028595,0.0203564229275904,"35,41"
137,36,37,0.9010385929942132,0.0173233930356255,"36,37"
138,36,38,1.8565821447968482,0.4219545430139586,"36,37,38"
139,37,38,0.9555435518026352,0.4046311499783331,"37,38"
140,38,39,0.759745470881462,0.0197469082589661,"38,39"
141,38,40,1.3853397731781003,0.0209357543003444,"38,40"
142,38,41,0.6095576651096344,0.0191972719217743,"38,41"
143,39,40,0.7292089265584946,0.0629308750881617,"39,40"
144,39,41,1.235324158847332,0.08732238482235889,"39,40,41"
145,40,41,0.5061152322888375,0.0243915097341972,"40,41"
146,41,42,0.6764224966168404,0.4333726878903329,"41,42"
147,41,43,1.3791108792424203,0.4852480870592909,"41,42,43"
148,41,44,0.811190495789051,0.0194387370820836,"41,44"
149,41,47,1.4249973744153976,0.0190586641085827,"41,47"
150,41,48,2.032675166398287,0.0380518215553239,"41,47,48"
151,41,49,2.735827581435442,0.08953260153234699,"41,47,48,49"
152,41,50,2.474259588956833,0.0222591112702706,"41,50"
153,42,43,0.7026883826255799,0.051875399168958,"42,43"
154,42,44,1.34087305483222,0.0745562539580538,"42,43,44"
155,43,44,0.6381846722066402,0.0226808547890958,"43,44"
156,44,45,0.6839303362369538,0.4583932067064055,"44,45"
157,44,46,1.3768878087997436,0.5084707971184682,"44,45,46"
158,44,47,0.8130030080676078,0.0242284725086864,"44,47"
159,44,48,1.420680800050497,0.043221629955427596,"44,47,48"
160,44,49,2.123833215087652,0.09470240993245069,"44,47,48,49"
161,44,50,2.0622405764460563,0.0429259874052272,"44,47,50"
162,45,46,0.69295747256279,0.0500775904120627,"45,46"
163,45,47,1.3302918404638766,0.0727654301988159,"45,46,47"
164,46,47,0.6373343679010868,0.0226878397867532,"46,47"
165,47,48,0.6076777919828892,0.0189931574467412,"47,48"
166,47,49,1.3108302070200444,0.0704739374237643,"47,48,49"
167,47,50,1.2492375683784485,0.0186975148965408,"47,50"
168,48,49,0.7031524150371552,0.0514807799770231,"48,49"
169,48,50,1.7141346539855005,0.5832645094789359,"48,49,50"
170,49,50,1.0109822389483452,0.5317837295019129,"49,50"
